Algorithm,Iterations,Dataset,Learning Rate,Training Calibration Error,Testing Calibration Error,Testing Calibration Error (Ergodic)
Hedge-Hedge,1,AdultIncome,0.95+0.9,0.12607236105930622,0.12216144538372285,0.0012216144538372284
Hedge-Hedge,4,AdultIncome,0.95+0.9,0.08995332207167699,0.08271175203049894,0.0011120204055325182
Hedge-Hedge,7,AdultIncome,0.95+0.9,0.046359702926958075,0.04968694943327394,0.0004968694943327394
Hedge-Hedge,10,AdultIncome,0.95+0.9,0.0383163187205942,0.01845561077478722,0.0001845561077478722
Hedge-Hedge,13,AdultIncome,0.95+0.9,0.03854169008766506,0.01927946369067941,0.0001793240911810246
Hedge-Hedge,16,AdultIncome,0.95+0.9,0.03854169008766506,0.01927946369067941,8.650316024214802e-05
Hedge-Hedge,19,AdultIncome,0.95+0.9,0.03854169008766506,0.01927946369067941,8.218065385092976e-05
Hedge-Hedge,22,AdultIncome,0.95+0.9,0.03854169008766506,0.01927946369067941,8.218065385092976e-05
Hedge-Hedge,25,AdultIncome,0.95+0.9,0.026366305925943415,0.019977092244430752,0.0001997709224443075
Hedge-Hedge,28,AdultIncome,0.95+0.9,0.026366305925943415,0.011061398305586435,8.361865992328777e-05
Hedge-Hedge,31,AdultIncome,0.95+0.9,0.026366305925943415,0.019383776767041398,0.00019383776767041398
Hedge-Hedge,34,AdultIncome,0.95+0.9,0.026366305925943415,0.019383776767041398,0.00019383776767041398
Hedge-Hedge,37,AdultIncome,0.95+0.9,0.015181865180618693,0.019383776767041398,0.00019383776767041398
Hedge-Hedge,40,AdultIncome,0.95+0.9,0.006921221332805516,0.019383776767041398,0.00019383776767041398
Hedge-Hedge,43,AdultIncome,0.95+0.9,0.0019286362879814324,0.019383776767041398,0.00019383776767041398
Hedge-Hedge,46,AdultIncome,0.95+0.9,0.0039231630035349435,0.019383776767041398,0.00019383776767041398
Hedge-Hedge,49,AdultIncome,0.95+0.9,0.005223058562950259,0.019383776767041398,0.00019383776767041398
OGD-OGD,1,AdultIncome,0.95+0.9,0.124974097558954,0.1290402784684237,0.001290402784684237
OGD-OGD,4,AdultIncome,0.95+0.9,0.02992340711206775,0.03679761312779712,0.00031773615785461875
OGD-OGD,7,AdultIncome,0.95+0.9,0.017640064298535825,0.03679761312779712,0.00031773615785461875
OGD-OGD,10,AdultIncome,0.95+0.9,0.017640064298535825,0.03679761312779712,0.00031773615785461875
OGD-OGD,13,AdultIncome,0.95+0.9,0.10948019761789406,0.08167541227415631,0.0011847302540195343
OGD-OGD,16,AdultIncome,0.95+0.9,0.011723390979312302,0.03679761312779712,0.00039358550905856516
OGD-OGD,19,AdultIncome,0.95+0.9,0.011723390979312302,0.03679761312779712,0.00039358550905856516
OGD-OGD,22,AdultIncome,0.95+0.9,0.011723390979312302,0.03679761312779712,0.00039358550905856516
OGD-OGD,25,AdultIncome,0.95+0.9,0.011723390979312302,0.03679761312779712,0.00039358550905856516
OGD-OGD,28,AdultIncome,0.95+0.9,0.00651889353867983,0.03679761312779712,0.00039358550905856516
OGD-OGD,31,AdultIncome,0.95+0.9,0.00651889353867983,0.03679761312779712,0.00039358550905856516
OGD-OGD,34,AdultIncome,0.95+0.9,0.00651889353867983,0.03679761312779712,0.00039358550905856516
OGD-OGD,37,AdultIncome,0.95+0.9,0.00651889353867983,0.03679761312779712,0.00039358550905856516
OGD-OGD,40,AdultIncome,0.95+0.9,0.00651889353867983,0.03679761312779712,0.00039358550905856516
OGD-OGD,43,AdultIncome,0.95+0.9,0.00651889353867983,0.03679761312779712,0.00039358550905856516
OGD-OGD,46,AdultIncome,0.95+0.9,0.00651889353867983,0.03679761312779712,0.00039358550905856516
OGD-OGD,49,AdultIncome,0.95+0.9,0.00651889353867983,0.03679761312779712,0.00039358550905856516
OGD,1,AdultIncome,0.9+0,0.124974097558954,0.1290402784684237,0.001290402784684237
OGD,4,AdultIncome,0.9+0,0.018312561458538712,0.03679761312779712,0.0004295977442487092
OGD,7,AdultIncome,0.9+0,0.10938012806307283,0.08160716216836843,0.0011840477529616556
OGD,10,AdultIncome,0.9+0,0.056968877829683226,0.045861291415801975,0.0008265890454359909
OGD,13,AdultIncome,0.9+0,0.008490371438172417,0.03679761312779712,0.00038013950388353303
OGD,16,AdultIncome,0.9+0,0.03843059114342356,0.03679761312779712,0.0007001529850653313
OGD,19,AdultIncome,0.9+0,0.002168407334778422,0.03679761312779712,0.0004411032352604921
OGD,22,AdultIncome,0.9+0,0.0033019386807427915,0.03679761312779712,0.0004411032352604921
OGD,25,AdultIncome,0.9+0,0.0007546392675257823,0.03679761312779712,0.0004411032352604921
OGD,28,AdultIncome,0.9+0,0.0033434907884988575,0.03679761312779712,0.00041524260286759576
OGD,31,AdultIncome,0.9+0,0.006038481760654451,0.03679761312779712,0.00047923015833569685
OGD,34,AdultIncome,0.9+0,0.0008229102267897824,0.03679761312779712,0.00043243363467452027
OGD,37,AdultIncome,0.9+0,0.0005485803941696913,0.03679761312779712,0.00043615301143827003
OGD,40,AdultIncome,0.9+0,0.0002775683952072285,0.03679761312779712,0.00043615301143827003
OGD,43,AdultIncome,0.9+0,0.00026092872612679287,0.03679761312779712,0.0004381317540555829
OGD,46,AdultIncome,0.9+0,0.00017077853538940142,0.03679761312779712,0.0004381317540555829
OGD,49,AdultIncome,0.9+0,0.00014349882011589825,0.03679761312779712,0.0004381317540555829
Hedge,1,AdultIncome,0.9+0,0.124974097558954,0.1290402784684237,0.001290402784684237
Hedge,4,AdultIncome,0.9+0,0.05760771575598483,0.05832087168034724,0.0008309460905062238
Hedge,7,AdultIncome,0.9+0,0.01584876137919927,0.05832087168034724,0.00064326013776828
Hedge,10,AdultIncome,0.9+0,0.008622075106015358,0.05832087168034724,0.0006165236977941292
Hedge,13,AdultIncome,0.9+0,0.006297886841117133,0.05832087168034724,0.000602584014258231
Hedge,16,AdultIncome,0.9+0,0.008788345818535059,0.05832087168034724,0.000602584014258231
Hedge,19,AdultIncome,0.9+0,0.0024430836653855825,0.05832087168034724,0.000602584014258231
Hedge,22,AdultIncome,0.9+0,0.0013525451086428635,0.05832087168034724,0.0005963747314009576
Hedge,25,AdultIncome,0.9+0,0.0044888821187844055,0.05832087168034724,0.0005963747314009576
Hedge,28,AdultIncome,0.9+0,0.0003011781043018411,0.05832087168034724,0.0005960849459522903
Hedge,31,AdultIncome,0.9+0,0.0003961984959693301,0.05832087168034724,0.0005939689338168936
Hedge,34,AdultIncome,0.9+0,0.00016154562729528933,0.05832087168034724,0.0005956612666723621
Hedge,37,AdultIncome,0.9+0,0.00020928459522486653,0.05832087168034724,0.0005945360765660133
Hedge,40,AdultIncome,0.9+0,6.072733659993598e-05,0.05832087168034724,0.0005953553591806305
Hedge,43,AdultIncome,0.9+0,0.0007431872499108142,0.05832087168034724,0.0005952895322027095
Hedge,46,AdultIncome,0.9+0,3.724098275770757e-05,0.05832087168034724,0.0005952463615345354
Hedge,49,AdultIncome,0.9+0,6.842461614955382e-05,0.05832087168034724,0.0005949634803891399
Prod,1,AdultIncome,0.9+0,0.124974097558954,0.1290402784684237,0.001290402784684237
Prod,4,AdultIncome,0.9+0,0.039350663641651344,0.03679761312779712,0.0007064281249366723
Prod,7,AdultIncome,0.9+0,0.008440600014452041,0.03679761312779712,0.0004630116010149797
Prod,10,AdultIncome,0.9+0,0.006882936132243821,0.03679761312779712,0.0004849895624118947
Prod,13,AdultIncome,0.9+0,0.01639908174217032,0.03679761312779712,0.0003261999899266434
Prod,16,AdultIncome,0.9+0,0.00264906862121909,0.03679761312779712,0.0004495771007255409
Prod,19,AdultIncome,0.9+0,0.0003163646987389654,0.03679761312779712,0.0004402037935732761
Prod,22,AdultIncome,0.9+0,0.0066540117457143675,0.03679761312779712,0.00048342823702916577
Prod,25,AdultIncome,0.9+0,3.529936024443113e-05,0.03679761312779712,0.0004380914831934592
Prod,28,AdultIncome,0.9+0,0.000834914650190165,0.03679761312779712,0.0004380914831934592
Prod,31,AdultIncome,0.9+0,6.65388303837048e-06,0.03679761312779712,0.0004380914831934592
Prod,34,AdultIncome,0.9+0,0.0018227582790810144,0.03679761312779712,0.00045047779962839124
Prod,37,AdultIncome,0.9+0,0.0001523409335354318,0.03679761312779712,0.00043908510774051885
Prod,40,AdultIncome,0.9+0,0.0010694131485459015,0.03679761312779712,0.0004307524189923927
Prod,43,AdultIncome,0.9+0,1.266322924405668e-05,0.03679761312779712,0.0004379597353347692
Prod,46,AdultIncome,0.9+0,0.0005126596007476789,0.03679761312779712,0.0004345496267048607
Prod,49,AdultIncome,0.9+0,3.947562180755849e-06,0.03679761312779712,0.0004380600180244681
GD,1,AdultIncome,0.9+0,0.12607236105930622,0.1290402784684237,0.001290402784684237
GD,4,AdultIncome,0.9+0,0.10855953727879326,0.08271175203049894,0.0007992872534394167
GD,7,AdultIncome,0.9+0,0.009000461374279923,0.08271175203049894,0.0008124125159953592
GD,10,AdultIncome,0.9+0,0.2537339487562125,0.18006031858341617,0.002168579317112133
GD,13,AdultIncome,0.9+0,0.006489942667956955,0.08271175203049894,0.0008193878186533516
GD,16,AdultIncome,0.9+0,0.055703379920776626,0.08271175203049894,0.001008097656762682
GD,19,AdultIncome,0.9+0,0.10030126805008904,0.08271175203049894,0.0011221275058468454
GD,22,AdultIncome,0.9+0,0.17040555955119732,0.12322813432377767,0.0016002574745157478
GD,25,AdultIncome,0.9+0,0.19487120385688603,0.13973871708397068,0.001765363302117678
GD,28,AdultIncome,0.9+0,0.0054000771067432935,0.08271175203049894,0.0008554650631774586
GD,31,AdultIncome,0.9+0,0.016998117108330855,0.08271175203049894,0.0008764041733482101
GD,34,AdultIncome,0.9+0,0.022418453398327143,0.08271175203049894,0.0009071030027695495
GD,37,AdultIncome,0.9+0,0.029386581024162747,0.08271175203049894,0.0009282460159012327
GD,40,AdultIncome,0.9+0,0.03179278551643153,0.08271175203049894,0.0009355470321726524
GD,43,AdultIncome,0.9+0,0.03549593423003346,0.08271175203049894,0.0009467832962143674
GD,46,AdultIncome,0.9+0,0.0016882253098747105,0.08271175203049894,0.0008369298266697441
GD,49,AdultIncome,0.9+0,0.005275543197328576,0.08271175203049894,0.0008369298266697441
Hedge-Hedge,1,AdultIncome,0.95+0.9,0.1269426830784533,0.12191281286258909,0.0012191281286258908
Hedge-Hedge,4,AdultIncome,0.95+0.9,0.089937328095311,0.08680961853143264,0.0008680961853143264
Hedge-Hedge,7,AdultIncome,0.95+0.9,0.089937328095311,0.08680961853143264,0.0008680961853143264
Hedge-Hedge,10,AdultIncome,0.95+0.9,0.05928241569499115,0.04027846842366982,0.0007485602363981946
Hedge-Hedge,13,AdultIncome,0.95+0.9,0.05928241569499115,0.04027846842366982,0.0007485602363981946
Hedge-Hedge,16,AdultIncome,0.95+0.9,0.04459482767297995,0.04027846842366982,0.0002781393500224376
Hedge-Hedge,19,AdultIncome,0.95+0.9,0.04459482767297995,0.04027846842366982,0.0002781393500224376
Hedge-Hedge,22,AdultIncome,0.95+0.9,0.04459482767297995,0.04027846842366982,0.0002781393500224376
Hedge-Hedge,25,AdultIncome,0.95+0.9,0.04459482767297995,0.04027846842366982,0.0002781393500224376
Hedge-Hedge,28,AdultIncome,0.95+0.9,0.023793011664122125,0.04027846842366982,0.0002781393500224376
Hedge-Hedge,31,AdultIncome,0.95+0.9,0.023793011664122125,0.04027846842366982,0.0002781393500224376
Hedge-Hedge,34,AdultIncome,0.95+0.9,0.023793011664122125,0.04027846842366982,0.0002781393500224376
Hedge-Hedge,37,AdultIncome,0.95+0.9,0.023793011664122125,0.04027846842366982,0.0002781393500224376
Hedge-Hedge,40,AdultIncome,0.95+0.9,0.023793011664122125,0.04027846842366982,0.0002781393500224376
Hedge-Hedge,43,AdultIncome,0.95+0.9,0.023793011664122125,0.04027846842366982,0.0002781393500224376
Hedge-Hedge,46,AdultIncome,0.95+0.9,0.023793011664122125,0.04027846842366982,0.0002781393500224376
Hedge-Hedge,49,AdultIncome,0.95+0.9,0.023793011664122125,0.04027846842366982,0.0002781393500224376
OGD-OGD,1,AdultIncome,0.95+0.9,0.1269426830784533,0.12191281286258909,0.0012191281286258908
OGD-OGD,4,AdultIncome,0.95+0.9,0.0571367209629212,0.055000359146634474,0.0005500035914663447
OGD-OGD,7,AdultIncome,0.95+0.9,0.0571367209629212,0.055000359146634474,0.0005500035914663447
OGD-OGD,10,AdultIncome,0.95+0.9,0.020150467007712888,0.04027846842366982,0.00027966952529536186
OGD-OGD,13,AdultIncome,0.95+0.9,0.020150467007712888,0.04027846842366982,0.00027966952529536186
OGD-OGD,16,AdultIncome,0.95+0.9,0.020150467007712888,0.04027846842366982,0.00027966952529536186
OGD-OGD,19,AdultIncome,0.95+0.9,0.020150467007712888,0.04027846842366982,0.00027966952529536186
OGD-OGD,22,AdultIncome,0.95+0.9,0.020150467007712888,0.04027846842366982,0.00027966952529536186
OGD-OGD,25,AdultIncome,0.95+0.9,0.020150467007712888,0.04027846842366982,0.00027966952529536186
OGD-OGD,28,AdultIncome,0.95+0.9,0.009274539918736044,0.04027846842366982,0.00027966952529536186
OGD-OGD,31,AdultIncome,0.95+0.9,0.009274539918736044,0.04027846842366982,0.00027966952529536186
OGD-OGD,34,AdultIncome,0.95+0.9,0.009222572548787347,0.04027846842366982,0.00027966952529536186
OGD-OGD,37,AdultIncome,0.95+0.9,0.009222572548787347,0.04027846842366982,0.00027966952529536186
OGD-OGD,40,AdultIncome,0.95+0.9,0.009222572548787347,0.04027846842366982,0.00027966952529536186
OGD-OGD,43,AdultIncome,0.95+0.9,0.009222572548787347,0.04027846842366982,0.00027966952529536186
OGD-OGD,46,AdultIncome,0.95+0.9,0.009222572548787347,0.04027846842366982,0.00027966952529536186
OGD-OGD,49,AdultIncome,0.95+0.9,0.009249861193213617,0.04027846842366982,0.0004061063412869829
OGD,1,AdultIncome,0.9+0,0.12613452691781676,0.12191281286258909,0.0012191281286258908
OGD,4,AdultIncome,0.9+0,0.022389833265342617,0.04770581597060193,0.000558204334103897
OGD,7,AdultIncome,0.9+0,0.009362523119740451,0.04770581597060193,0.0005182321905955609
OGD,10,AdultIncome,0.9+0,0.004445077841110036,0.04770581597060193,0.0004939261054910536
OGD,13,AdultIncome,0.9+0,0.011936557748524201,0.04770581597060193,0.0004939261054910536
OGD,16,AdultIncome,0.9+0,0.03432071313913491,0.04770581597060193,0.0004939261054910536
OGD,19,AdultIncome,0.9+0,0.0014409337004545298,0.04770581597060193,0.0004939261054910536
OGD,22,AdultIncome,0.9+0,9.665826319298726e-05,0.04770581597060193,0.0004893854437955468
OGD,25,AdultIncome,0.9+0,0.004550639651626191,0.04770581597060193,0.0004893854437955468
OGD,28,AdultIncome,0.9+0,0.008252297886759947,0.04770581597060193,0.0004893854437955468
OGD,31,AdultIncome,0.9+0,0.0011226909311161575,0.04770581597060193,0.0004893854437955468
OGD,34,AdultIncome,0.9+0,0.0056899538247922096,0.04770581597060193,0.0004893854437955468
OGD,37,AdultIncome,0.9+0,0.0030016582630093486,0.04770581597060193,0.0004893854437955468
OGD,40,AdultIncome,0.9+0,0.0006089620034107868,0.04770581597060193,0.0004893854437955468
OGD,43,AdultIncome,0.9+0,0.0020198687792731453,0.04770581597060193,0.0004893854437955468
OGD,46,AdultIncome,0.9+0,0.00010168218562923135,0.04770581597060193,0.0004893854437955468
OGD,49,AdultIncome,0.9+0,0.0002711299647103258,0.04770581597060193,0.0004893854437955468
Hedge,1,AdultIncome,0.9+0,0.12613452691781676,0.12191281286258909,0.0012191281286258908
Hedge,4,AdultIncome,0.9+0,0.05240368904312033,0.06438310767973215,0.0007932100526605344
Hedge,7,AdultIncome,0.9+0,0.017690732086342326,0.06438310767973215,0.0007105588375251602
Hedge,10,AdultIncome,0.9+0,0.01787671146104762,0.06438310767973215,0.000660872502866965
Hedge,13,AdultIncome,0.9+0,0.0023125970131778217,0.06438310767973215,0.000660872502866965
Hedge,16,AdultIncome,0.9+0,0.0015395305860011613,0.06438310767973215,0.0006515539615645301
Hedge,19,AdultIncome,0.9+0,0.0009315657176826267,0.06438310767973215,0.0006591361112922781
Hedge,22,AdultIncome,0.9+0,0.0008841755838382498,0.06438310767973215,0.0006535648098442273
Hedge,25,AdultIncome,0.9+0,0.0005642093939227809,0.06438310767973215,0.0006580089392569229
Hedge,28,AdultIncome,0.9+0,0.00040217553439120886,0.06438310767973215,0.0006550437471637646
Hedge,31,AdultIncome,0.9+0,0.00030014828991426786,0.06438310767973215,0.0006571987114949039
Hedge,34,AdultIncome,0.9+0,0.0002129947847152289,0.06438310767973215,0.0006556242169607179
Hedge,37,AdultIncome,0.9+0,0.0001604740878293085,0.06438310767973215,0.0006567701443396161
Hedge,40,AdultIncome,0.9+0,0.00011210949348481157,0.06438310767973215,0.0006559337667675368
Hedge,43,AdultIncome,0.9+0,8.643106943781798e-05,0.06438310767973215,0.0006565429556012
Hedge,46,AdultIncome,0.9+0,7.269356365021474e-05,0.06438310767973215,0.0006560547080198949
Hedge,49,AdultIncome,0.9+0,3.280151629491235e-05,0.06438310767973215,0.0006563784021998795
Prod,1,AdultIncome,0.9+0,0.12613452691781676,0.12191281286258909,0.0012191281286258908
Prod,4,AdultIncome,0.9+0,0.029024627585216747,0.04862749965258715,0.0004862749965258715
Prod,7,AdultIncome,0.9+0,0.018416662063911498,0.019518837531005966,0.00019518837531005964
Prod,10,AdultIncome,0.9+0,0.02260202079288833,0.019518837531005966,0.00019518837531005964
Prod,13,AdultIncome,0.9+0,0.0205775933272445,0.017906418147896758,0.0001790641814789676
Prod,16,AdultIncome,0.9+0,0.00046856800252337153,0.017906418147896758,0.0001790641814789676
Prod,19,AdultIncome,0.9+0,0.0019989179780720637,0.018623985297980844,0.00018623985297980844
Prod,22,AdultIncome,0.9+0,0.00014052932414380855,0.017967531328305725,0.00017967531328305726
Prod,25,AdultIncome,0.9+0,0.005133318373574291,0.01799665530707074,0.00017996655307070741
Prod,28,AdultIncome,0.9+0,0.000300038346589612,0.01799665530707074,0.00017996655307070741
Prod,31,AdultIncome,0.9+0,0.0006029735816299629,0.01819566288053169,0.00018195662880531692
Prod,34,AdultIncome,0.9+0,3.901085265028162e-05,0.017998680589864178,0.00017998680589864177
Prod,37,AdultIncome,0.9+0,0.0014652362427746912,0.018013044840602895,0.00018013044840602894
Prod,40,AdultIncome,0.9+0,1.1648583835123202e-05,0.018013044840602895,0.00018013044840602894
Prod,43,AdultIncome,0.9+0,0.0006949540609055778,0.018013044840602895,0.00018013044840602894
Prod,46,AdultIncome,0.9+0,6.824551261100857e-06,0.0180087894715646,0.000180087894715646
Prod,49,AdultIncome,0.9+0,0.0003727685103759064,0.0180087894715646,0.000180087894715646
GD,1,AdultIncome,0.9+0,0.17622777570558248,0.18644123984750538,0.0018644123984750537
GD,4,AdultIncome,0.9+0,0.12613452691781676,0.08196585446709763,0.0012191281286258908
GD,7,AdultIncome,0.9+0,0.059128278465746656,0.08196585446709763,0.0010135305532902369
GD,10,AdultIncome,0.9+0,0.011841132689298157,0.08196585446709763,0.0007957726696069949
GD,13,AdultIncome,0.9+0,0.16024870862993176,0.10368516052397281,0.0014396362894764263
GD,16,AdultIncome,0.9+0,0.009281317919709245,0.08196585446709763,0.0008036270372532056
GD,19,AdultIncome,0.9+0,0.036155725480527784,0.08196585446709763,0.0009430430793286214
GD,22,AdultIncome,0.9+0,0.022884951051256694,0.08196585446709763,0.0008659551911535083
GD,25,AdultIncome,0.9+0,0.03720344955779455,0.08196585446709763,0.0009462578471283871
GD,28,AdultIncome,0.9+0,0.022642764146558955,0.08196585446709763,0.0008761532067104242
GD,31,AdultIncome,0.9+0,0.028955815388279186,0.08196585446709763,0.0009209513477095936
GD,34,AdultIncome,0.9+0,0.03853497356854955,0.08196585446709763,0.000950343408019149
GD,37,AdultIncome,0.9+0,0.017669650483063893,0.08196585446709763,0.000832078133468096
GD,40,AdultIncome,0.9+0,0.023201906115888436,0.08196585446709763,0.000832078133468096
GD,43,AdultIncome,0.9+0,0.030864633392913628,0.08196585446709763,0.000869456718392595
GD,46,AdultIncome,0.9+0,0.033740695758001704,0.08196585446709763,0.0008875680023158319
GD,49,AdultIncome,0.9+0,0.03781298320483146,0.08196585446709763,0.0009038681578467453
Hedge-Hedge,1,AdultIncome,0.95+0.9,0.12638319035185877,0.12630532073595224,0.0012630532073595224
Hedge-Hedge,4,AdultIncome,0.95+0.9,0.09205391918999778,0.08706132764891246,0.0008706132764891246
Hedge-Hedge,7,AdultIncome,0.95+0.9,0.09205391918999778,0.08706132764891246,0.0008706132764891246
Hedge-Hedge,10,AdultIncome,0.95+0.9,0.057889438148144616,0.04500248632521134,0.0008081011336533628
Hedge-Hedge,13,AdultIncome,0.95+0.9,0.057889438148144616,0.04500248632521134,0.0008081011336533628
Hedge-Hedge,16,AdultIncome,0.95+0.9,0.04850726735300487,0.04500248632521134,0.00034596587755525193
Hedge-Hedge,19,AdultIncome,0.95+0.9,0.04850726735300487,0.04500248632521134,0.00034596587755525193
Hedge-Hedge,22,AdultIncome,0.95+0.9,0.04850726735300487,0.04500248632521134,0.00034596587755525193
Hedge-Hedge,25,AdultIncome,0.95+0.9,0.03191346496485313,0.04500248632521134,0.00034596587755525193
Hedge-Hedge,28,AdultIncome,0.95+0.9,0.02508795198835383,0.04500248632521134,0.00034596587755525193
Hedge-Hedge,31,AdultIncome,0.95+0.9,0.02508795198835383,0.04500248632521134,0.00034596587755525193
Hedge-Hedge,34,AdultIncome,0.95+0.9,0.02508795198835383,0.04500248632521134,0.00034596587755525193
Hedge-Hedge,37,AdultIncome,0.95+0.9,0.02508795198835383,0.04500248632521134,0.00034596587755525193
Hedge-Hedge,40,AdultIncome,0.95+0.9,0.02508795198835383,0.04500248632521134,0.00034596587755525193
Hedge-Hedge,43,AdultIncome,0.95+0.9,0.02508795198835383,0.04500248632521134,0.00034596587755525193
Hedge-Hedge,46,AdultIncome,0.95+0.9,0.02508795198835383,0.04500248632521134,0.00034596587755525193
Hedge-Hedge,49,AdultIncome,0.95+0.9,0.02508795198835383,0.04500248632521134,0.00034596587755525193
OGD-OGD,1,AdultIncome,0.95+0.9,0.1256579220025695,0.12630532073595224,0.0012630532073595224
OGD-OGD,4,AdultIncome,0.95+0.9,0.054474250820779675,0.04999869559518647,0.0004999869559518648
OGD-OGD,7,AdultIncome,0.95+0.9,0.017035114521958723,0.04500248632521134,0.0003051080213684073
OGD-OGD,10,AdultIncome,0.95+0.9,0.017035114521958723,0.04500248632521134,0.0003051080213684073
OGD-OGD,13,AdultIncome,0.95+0.9,0.017035114521958723,0.04500248632521134,0.0003051080213684073
OGD-OGD,16,AdultIncome,0.95+0.9,0.017035114521958723,0.04500248632521134,0.0003051080213684073
OGD-OGD,19,AdultIncome,0.95+0.9,0.07950341186317887,0.05031779696484753,0.0009532028329005887
OGD-OGD,22,AdultIncome,0.95+0.9,0.013823580909292648,0.04500248632521134,0.0003898399332088149
OGD-OGD,25,AdultIncome,0.95+0.9,0.013823580909292648,0.04500248632521134,0.0003898399332088149
OGD-OGD,28,AdultIncome,0.95+0.9,0.004413668151280274,0.04500248632521134,0.0003898399332088149
OGD-OGD,31,AdultIncome,0.95+0.9,0.004413668151280274,0.04500248632521134,0.0003898399332088149
OGD-OGD,34,AdultIncome,0.95+0.9,0.005343551545088921,0.04500248632521134,0.0003898399332088149
OGD-OGD,37,AdultIncome,0.95+0.9,0.005343551545088921,0.04500248632521134,0.0003898399332088149
OGD-OGD,40,AdultIncome,0.95+0.9,0.005343551545088921,0.04500248632521134,0.0003898399332088149
OGD-OGD,43,AdultIncome,0.95+0.9,0.005343551545088921,0.04500248632521134,0.0003898399332088149
OGD-OGD,46,AdultIncome,0.95+0.9,0.005343551545088921,0.04500248632521134,0.0003898399332088149
OGD-OGD,49,AdultIncome,0.95+0.9,0.005343551545088921,0.04500248632521134,0.0003898399332088149
OGD,1,AdultIncome,0.9+0,0.1256579220025695,0.12630532073595224,0.0012630532073595224
OGD,4,AdultIncome,0.9+0,0.018746842660002535,0.04500248632521134,0.0004112339179003744
OGD,7,AdultIncome,0.9+0,0.11005532805357811,0.0708283010162251,0.0011583078734143642
OGD,10,AdultIncome,0.9+0,0.05761509107821711,0.04500248632521134,0.0008062593517323314
OGD,13,AdultIncome,0.9+0,0.007880361301751203,0.04500248632521134,0.00036656688432228996
OGD,16,AdultIncome,0.9+0,0.039066551544899346,0.04500248632521134,0.000681736918221336
OGD,19,AdultIncome,0.9+0,0.0017106627016522191,0.04500248632521134,0.000426607921386516
OGD,22,AdultIncome,0.9+0,0.003753416369604772,0.04500248632521134,0.000426607921386516
OGD,25,AdultIncome,0.9+0,0.011062679612893287,0.04500248632521134,0.0004937377350813392
OGD,28,AdultIncome,0.9+0,0.0018965497841572543,0.04500248632521134,0.00040673817492463074
OGD,31,AdultIncome,0.9+0,0.0075104397001188525,0.04500248632521134,0.00046989038270305527
OGD,34,AdultIncome,0.9+0,0.0005320623896838205,0.04500248632521134,0.00041918079537932014
OGD,37,AdultIncome,0.9+0,0.0005681282880093982,0.04500248632521134,0.00041918079537932014
OGD,40,AdultIncome,0.9+0,0.00023679247587830507,0.04500248632521134,0.00041918079537932014
OGD,43,AdultIncome,0.9+0,0.0003484559563815232,0.04500248632521134,0.00041918079537932014
OGD,46,AdultIncome,0.9+0,7.900510258034722e-05,0.04500248632521134,0.00041918079537932014
OGD,49,AdultIncome,0.9+0,0.00023217981234875245,0.04500248632521134,0.00041918079537932014
Hedge,1,AdultIncome,0.9+0,0.1256579220025695,0.12630532073595224,0.0012630532073595224
Hedge,4,AdultIncome,0.9+0,0.058254282322366485,0.05882695425448053,0.0008105504523366365
Hedge,7,AdultIncome,0.9+0,0.016285865162220362,0.05882695425448053,0.0006238893594564935
Hedge,10,AdultIncome,0.9+0,0.009241549509559811,0.05882695425448053,0.0005965248823017422
Hedge,13,AdultIncome,0.9+0,0.00691607582129871,0.05882695425448053,0.0005822577565351348
Hedge,16,AdultIncome,0.9+0,0.008178500480824831,0.05882695425448053,0.0005822577565351348
Hedge,19,AdultIncome,0.9+0,0.0028955452767447857,0.05882695425448053,0.0005822577565351348
Hedge,22,AdultIncome,0.9+0,0.0019679990015270873,0.05882695425448053,0.0005759026180402748
Hedge,25,AdultIncome,0.9+0,0.0038766589052493298,0.05882695425448053,0.0005759026180402748
Hedge,28,AdultIncome,0.9+0,0.0029927779631485664,0.05882695425448053,0.0005729665209053902
Hedge,31,AdultIncome,0.9+0,0.00010949358563996864,0.05882695425448053,0.0005729665209053902
Hedge,34,AdultIncome,0.9+0,0.0018851125896974781,0.05882695425448053,0.0005729665209053902
Hedge,37,AdultIncome,0.9+0,6.208707467755604e-05,0.05882695425448053,0.0005730790423992066
Hedge,40,AdultIncome,0.9+0,0.0010046142276961675,0.05882695425448053,0.0005730790423992066
Hedge,43,AdultIncome,0.9+0,3.743474598689298e-05,0.05882695425448053,0.0005731388810544163
Hedge,46,AdultIncome,0.9+0,0.000533409301956942,0.05882695425448053,0.0005731873707847193
Hedge,49,AdultIncome,0.9+0,2.0172441163264193e-05,0.05882695425448053,0.0005732191948282981
Prod,1,AdultIncome,0.9+0,0.1256579220025695,0.12630532073595224,0.0012630532073595224
Prod,4,AdultIncome,0.9+0,0.0138103845675647,0.04500248632521134,0.0004994874746255051
Prod,7,AdultIncome,0.9+0,0.00514699242200999,0.04500248632521134,0.00042821909947183775
Prod,10,AdultIncome,0.9+0,0.002195072160530018,0.04500248632521134,0.00042821909947183775
Prod,13,AdultIncome,0.9+0,0.0033725032549585094,0.04500248632521134,0.00042821909947183775
Prod,16,AdultIncome,0.9+0,0.0003925722072945111,0.04500248632521134,0.0004170754089404824
Prod,19,AdultIncome,0.9+0,0.009924964262943875,0.04500248632521134,0.00048609987853937155
